Orthogroup	Acidithiobacillus ferrooxidans YNTRS-40	Desulfocapsa sulfexigens DSM 10523	Desulfocapsa_06_corrosive	Desulfocapsa_13_biocide	Desulforhopalus vacuolatus DSM 9700	Desulfosediminicola flagellatus IMCC35005	Desulfosediminicola ganghwensis IMCC35004	Desulfotalea psychrophila LSv54	Desulfovibrio ferrophilus IS5	Desulfovibrio vulgaris DP4	Geobacter sulfurreducens PCA	Shewanella oneidensis MR-1	Total
OG0003022	0	1	1	0	0	1	1	0	0	0	0	0	4
OG0003023	0	1	1	1	0	0	0	0	0	0	1	0	4
OG0003024	0	1	0	1	0	0	0	0	1	0	0	1	4
OG0003025	0	1	1	1	1	0	0	0	0	0	0	0	4
OG0003026	0	1	2	0	0	0	1	0	0	0	0	0	4
OG0003027	0	1	1	0	0	1	0	1	0	0	0	0	4
OG0003028	0	1	0	0	0	1	1	0	1	0	0	0	4
OG0003029	0	0	4	0	0	0	0	0	0	0	0	0	4
OG0003030	0	0	2	2	0	0	0	0	0	0	0	0	4
OG0003031	0	0	1	1	0	0	1	1	0	0	0	0	4
OG0003032	0	0	1	2	0	0	1	0	0	0	0	0	4
OG0003033	0	0	2	2	0	0	0	0	0	0	0	0	4
OG0003034	0	0	1	2	0	1	0	0	0	0	0	0	4
OG0003035	0	0	1	2	0	0	0	0	0	0	1	0	4
OG0003036	0	0	2	0	0	1	0	0	1	0	0	0	4
OG0003037	0	0	1	2	0	0	0	0	0	1	0	0	4
OG0003038	0	0	2	1	0	0	0	0	0	0	1	0	4
OG0003039	0	0	1	0	0	0	0	0	2	1	0	0	4
OG0003040	0	0	1	1	0	0	0	0	0	0	0	2	4
OG0003041	0	0	1	1	0	1	1	0	0	0	0	0	4
OG0003042	0	0	1	1	0	1	1	0	0	0	0	0	4
OG0003043	0	0	1	1	0	1	1	0	0	0	0	0	4
OG0003044	0	0	1	0	0	1	1	0	0	0	1	0	4
OG0003045	0	0	2	1	0	1	0	0	0	0	0	0	4
OG0003046	0	0	4	0	0	0	0	0	0	0	0	0	4
OG0003047	0	0	4	0	0	0	0	0	0	0	0	0	4
OG0003048	0	0	4	0	0	0	0	0	0	0	0	0	4
OG0003049	0	0	4	0	0	0	0	0	0	0	0	0	4
OG0003050	0	0	4	0	0	0	0	0	0	0	0	0	4
OG0003051	0	0	1	0	0	1	1	1	0	0	0	0	4
OG0003052	0	0	1	1	0	1	1	0	0	0	0	0	4
OG0003053	0	0	1	1	0	1	1	0	0	0	0	0	4
OG0003054	0	0	1	1	0	1	0	1	0	0	0	0	4
OG0003055	0	0	1	0	0	1	1	0	1	0	0	0	4
OG0003056	0	0	1	0	0	0	0	1	0	0	1	1	4
OG0003057	0	0	1	0	1	0	1	1	0	0	0	0	4
OG0003058	0	0	2	2	0	0	0	0	0	0	0	0	4
OG0003059	0	0	1	0	0	1	1	0	0	1	0	0	4
OG0003060	0	0	1	1	0	2	0	0	0	0	0	0	4
OG0003061	0	0	1	1	0	1	0	0	0	0	1	0	4
OG0003062	0	0	1	0	0	1	1	1	0	0	0	0	4
OG0003063	0	0	1	0	0	1	1	1	0	0	0	0	4
OG0003064	0	0	1	1	0	1	0	0	0	1	0	0	4
OG0003065	0	0	4	0	0	0	0	0	0	0	0	0	4
OG0003066	0	0	2	2	0	0	0	0	0	0	0	0	4
OG0003067	0	0	1	1	0	1	1	0	0	0	0	0	4
OG0003068	0	0	1	0	0	0	0	0	0	0	3	0	4
OG0003069	0	0	2	0	0	0	0	0	0	0	2	0	4
OG0003070	0	0	2	1	0	1	0	0	0	0	0	0	4
OG0003071	0	0	1	0	3	0	0	0	0	0	0	0	4
OG0003072	0	0	2	2	0	0	0	0	0	0	0	0	4
OG0003073	0	0	1	0	0	0	0	3	0	0	0	0	4
OG0003074	0	0	1	0	0	1	0	1	0	0	0	1	4
OG0003075	0	0	1	1	0	1	1	0	0	0	0	0	4
OG0003076	0	0	1	0	1	1	1	0	0	0	0	0	4
OG0003077	0	0	1	1	0	1	1	0	0	0	0	0	4
OG0003078	0	0	1	1	0	0	1	0	1	0	0	0	4
OG0003079	0	0	4	0	0	0	0	0	0	0	0	0	4
OG0003080	0	0	1	1	0	1	0	0	0	0	1	0	4
OG0003081	0	0	1	1	0	1	1	0	0	0	0	0	4
OG0003082	0	0	1	1	0	1	1	0	0	0	0	0	4
OG0003083	0	0	1	1	0	1	1	0	0	0	0	0	4
OG0003084	0	0	4	0	0	0	0	0	0	0	0	0	4
OG0003085	0	0	2	0	0	0	0	0	1	0	1	0	4
OG0003086	0	0	2	0	0	0	0	0	0	0	2	0	4
OG0003087	0	0	1	1	0	1	1	0	0	0	0	0	4
OG0003088	0	0	1	1	0	1	1	0	0	0	0	0	4
OG0003089	0	0	1	1	0	0	0	0	0	2	0	0	4
OG0003090	0	0	1	0	0	1	1	0	0	0	1	0	4
OG0003091	0	0	2	1	0	0	0	0	1	0	0	0	4
OG0003092	0	0	1	2	1	0	0	0	0	0	0	0	4
OG0003093	0	0	1	0	1	1	0	0	0	0	0	1	4
OG0003094	0	0	1	0	0	1	1	1	0	0	0	0	4
OG0003095	0	0	1	0	0	1	1	0	1	0	0	0	4
OG0003096	0	0	1	0	0	1	1	0	1	0	0	0	4
OG0003097	0	0	1	0	0	1	1	0	0	0	1	0	4
OG0003098	0	0	1	0	0	1	1	0	0	0	1	0	4
OG0003099	0	0	1	1	0	0	1	0	1	0	0	0	4
OG0003100	0	0	1	1	0	0	2	0	0	0	0	0	4
OG0003101	0	0	3	0	0	0	0	1	0	0	0	0	4
OG0003102	0	0	1	0	0	0	0	1	1	1	0	0	4
OG0003103	0	0	1	0	0	0	0	3	0	0	0	0	4
OG0003104	0	0	1	0	0	0	0	1	1	1	0	0	4
OG0003105	0	0	1	0	0	0	1	1	1	0	0	0	4
OG0003106	0	0	1	1	0	1	1	0	0	0	0	0	4
OG0003107	0	0	1	1	0	1	0	0	0	0	1	0	4
OG0003108	0	0	1	0	0	1	1	0	0	0	0	1	4
OG0003109	0	0	1	1	0	0	0	0	1	0	1	0	4
OG0003110	0	0	1	1	0	0	0	0	1	0	1	0	4
OG0003111	0	0	1	1	0	0	0	0	1	0	1	0	4
OG0003112	0	0	1	1	1	0	0	1	0	0	0	0	4
OG0003113	0	0	1	2	0	0	0	1	0	0	0	0	4
OG0003114	0	0	1	1	0	1	0	0	1	0	0	0	4
OG0003115	0	0	1	1	0	1	0	1	0	0	0	0	4
OG0003116	0	0	1	1	0	1	0	1	0	0	0	0	4
OG0003117	0	0	1	1	0	1	0	1	0	0	0	0	4
OG0003118	0	0	1	2	0	1	0	0	0	0	0	0	4
OG0003119	0	0	1	0	0	1	1	0	0	0	1	0	4
OG0003120	0	0	1	0	0	0	0	1	1	0	1	0	4
OG0003121	0	0	1	1	0	1	0	1	0	0	0	0	4
OG0003122	0	0	1	0	0	0	0	0	0	2	0	1	4
OG0003123	0	0	1	1	0	1	0	0	1	0	0	0	4
OG0003124	0	0	1	1	0	1	1	0	0	0	0	0	4
OG0003125	0	0	1	1	0	1	1	0	0	0	0	0	4
OG0003126	0	0	1	1	0	1	1	0	0	0	0	0	4
OG0003127	0	0	1	1	0	1	1	0	0	0	0	0	4
OG0003128	0	0	1	1	0	1	1	0	0	0	0	0	4
OG0003129	0	0	1	0	0	0	1	1	0	0	0	1	4
OG0003130	0	0	1	1	0	1	1	0	0	0	0	0	4
OG0003131	0	0	1	1	0	0	0	0	1	1	0	0	4
OG0003132	0	0	1	1	0	0	1	1	0	0	0	0	4
OG0003133	0	0	1	1	0	0	1	0	0	0	1	0	4
OG0003134	0	0	1	1	0	1	1	0	0	0	0	0	4
OG0003135	0	0	1	0	0	0	0	0	2	1	0	0	4
OG0003136	0	0	1	0	0	1	0	0	1	1	0	0	4
OG0003137	0	0	1	0	2	1	0	0	0	0	0	0	4
OG0003138	0	0	0	1	1	0	2	0	0	0	0	0	4
OG0003139	0	0	0	1	0	1	1	0	0	0	0	1	4
OG0003140	0	0	0	1	0	1	1	1	0	0	0	0	4
OG0003141	0	0	0	1	0	0	1	0	2	0	0	0	4
OG0003142	0	0	0	2	0	2	0	0	0	0	0	0	4
OG0003143	0	0	0	4	0	0	0	0	0	0	0	0	4
OG0003144	0	0	0	1	0	0	3	0	0	0	0	0	4
OG0003145	0	0	0	1	0	0	3	0	0	0	0	0	4
OG0003146	0	0	0	1	0	1	1	0	0	0	0	1	4
OG0003147	0	0	0	1	0	1	2	0	0	0	0	0	4
OG0003148	0	0	0	1	0	3	0	0	0	0	0	0	4
OG0003149	0	0	0	1	0	2	1	0	0	0	0	0	4
OG0003150	0	0	0	1	0	0	1	0	0	0	0	2	4
OG0003151	0	0	0	1	0	1	1	0	0	1	0	0	4
OG0003152	0	0	0	1	1	1	1	0	0	0	0	0	4
OG0003153	0	0	0	1	0	1	0	2	0	0	0	0	4
OG0003154	0	0	0	1	0	1	1	0	0	0	1	0	4
OG0003155	0	0	0	4	0	0	0	0	0	0	0	0	4
OG0003156	0	0	0	1	0	3	0	0	0	0	0	0	4
OG0003157	0	0	0	1	0	0	0	0	0	2	0	1	4
OG0003158	0	0	0	1	1	0	0	0	1	1	0	0	4
OG0003159	0	0	0	1	0	1	1	0	0	0	1	0	4
OG0003160	0	0	0	1	0	1	1	0	0	0	0	1	4
OG0003161	0	0	0	1	0	3	0	0	0	0	0	0	4
OG0003162	0	0	0	0	1	1	1	1	0	0	0	0	4
OG0003163	0	0	0	0	1	0	1	0	1	0	0	1	4
OG0003164	0	0	0	0	1	2	0	0	0	0	0	1	4
OG0003165	0	0	0	0	1	1	1	0	0	0	0	1	4
OG0003166	0	0	0	0	2	0	0	0	1	1	0	0	4
OG0003167	0	0	0	0	1	0	1	0	1	1	0	0	4
OG0003168	0	0	0	0	1	1	1	0	0	0	1	0	4
OG0003169	0	0	0	0	1	0	0	0	1	1	0	1	4
OG0003170	0	0	0	0	1	1	1	1	0	0	0	0	4
OG0003171	0	0	0	0	2	0	0	0	1	1	0	0	4
OG0003172	0	0	0	0	1	1	1	1	0	0	0	0	4
OG0003173	0	0	0	0	1	0	1	2	0	0	0	0	4
OG0003174	0	0	0	0	2	0	0	0	0	0	0	2	4
OG0003175	0	0	0	0	1	2	0	0	0	0	0	1	4
OG0003176	0	0	0	0	2	1	0	0	0	0	0	1	4
OG0003177	0	0	0	0	1	0	1	1	0	0	0	1	4
OG0003178	0	0	0	0	2	1	1	0	0	0	0	0	4
OG0003179	0	0	0	0	1	1	1	1	0	0	0	0	4
OG0003180	0	0	0	0	1	1	1	1	0	0	0	0	4
OG0003181	0	0	0	0	1	0	0	0	1	1	1	0	4
OG0003182	0	0	0	0	1	1	1	1	0	0	0	0	4
OG0003183	0	0	0	0	1	1	1	1	0	0	0	0	4
OG0003184	0	0	0	0	1	1	1	1	0	0	0	0	4
OG0003185	0	0	0	0	1	1	1	1	0	0	0	0	4
OG0003186	0	0	0	0	1	2	1	0	0	0	0	0	4
OG0003187	0	0	0	0	1	1	1	1	0	0	0	0	4
OG0003188	0	0	0	0	1	1	1	1	0	0	0	0	4
OG0003189	0	0	0	0	1	1	1	1	0	0	0	0	4
OG0003190	0	0	0	0	1	1	1	1	0	0	0	0	4
OG0003191	0	0	0	0	1	1	1	1	0	0	0	0	4
OG0003192	0	0	0	0	1	1	1	1	0	0	0	0	4
OG0003193	0	0	0	0	1	1	1	1	0	0	0	0	4
OG0003194	0	0	0	0	1	1	1	0	0	0	0	1	4
OG0003195	0	0	0	0	1	1	1	1	0	0	0	0	4
OG0003196	0	0	0	0	1	0	0	0	0	1	1	1	4
OG0003197	0	0	0	0	4	0	0	0	0	0	0	0	4
OG0003198	0	0	0	0	1	1	0	0	0	0	1	1	4
OG0003199	0	0	0	0	1	1	1	1	0	0	0	0	4
OG0003200	0	0	0	0	1	0	0	0	1	1	0	1	4
OG0003201	0	0	0	0	3	0	0	0	0	0	1	0	4
OG0003202	0	0	0	0	1	1	1	0	0	0	0	1	4
OG0003203	0	0	0	0	3	0	1	0	0	0	0	0	4
OG0003204	0	0	0	0	1	2	1	0	0	0	0	0	4
OG0003205	0	0	0	0	1	2	1	0	0	0	0	0	4
OG0003206	0	0	0	0	1	1	1	1	0	0	0	0	4
OG0003207	0	0	0	0	1	1	0	0	2	0	0	0	4
OG0003208	0	0	0	0	1	1	0	0	0	0	0	2	4
OG0003209	0	0	0	0	1	1	1	1	0	0	0	0	4
OG0003210	0	0	0	0	1	0	0	0	0	2	0	1	4
OG0003211	0	0	0	0	1	0	0	0	1	1	1	0	4
OG0003212	0	0	0	0	1	0	0	1	0	1	1	0	4
OG0003213	0	0	0	0	1	1	1	1	0	0	0	0	4
OG0003214	0	0	0	0	1	1	1	1	0	0	0	0	4
OG0003215	0	0	0	0	1	1	1	1	0	0	0	0	4
OG0003216	0	0	0	0	1	1	2	0	0	0	0	0	4
OG0003217	0	0	0	0	1	0	0	1	1	1	0	0	4
OG0003218	0	0	0	0	1	0	0	0	0	0	1	2	4
OG0003219	0	0	0	0	1	2	1	0	0	0	0	0	4
OG0003220	0	0	0	0	0	1	3	0	0	0	0	0	4
OG0003221	0	0	0	0	0	1	1	0	0	0	0	2	4
OG0003222	0	0	0	0	0	3	1	0	0	0	0	0	4
OG0003223	0	0	0	0	0	1	1	0	1	0	0	1	4
OG0003224	0	0	0	0	0	2	2	0	0	0	0	0	4
OG0003225	0	0	0	0	0	2	1	0	1	0	0	0	4
OG0003226	0	0	0	0	0	1	0	0	2	0	1	0	4
OG0003227	0	0	0	0	0	1	0	0	2	1	0	0	4
OG0003228	0	0	0	0	0	1	0	1	1	0	1	0	4
OG0003229	0	0	0	0	0	1	1	0	1	1	0	0	4
OG0003230	0	0	0	0	0	1	1	0	0	0	0	2	4
OG0003231	0	0	0	0	0	1	0	0	1	0	0	2	4
OG0003232	0	0	0	0	0	4	0	0	0	0	0	0	4
OG0003233	0	0	0	0	0	1	0	1	1	0	1	0	4
OG0003234	0	0	0	0	0	1	1	0	0	2	0	0	4
OG0003235	0	0	0	0	0	2	2	0	0	0	0	0	4
OG0003236	0	0	0	0	0	1	0	1	0	0	0	2	4
OG0003237	0	0	0	0	0	1	2	0	1	0	0	0	4
OG0003238	0	0	0	0	0	3	1	0	0	0	0	0	4
OG0003239	0	0	0	0	0	1	1	0	2	0	0	0	4
OG0003240	0	0	0	0	0	1	2	0	0	0	0	1	4
OG0003241	0	0	0	0	0	1	1	1	0	0	0	1	4
OG0003242	0	0	0	0	0	1	1	0	0	2	0	0	4
OG0003243	0	0	0	0	0	1	2	0	0	0	1	0	4
OG0003244	0	0	0	0	0	1	1	1	0	0	0	1	4
OG0003245	0	0	0	0	0	1	1	1	0	0	0	1	4
OG0003246	0	0	0	0	0	1	1	0	1	1	0	0	4
OG0003247	0	0	0	0	0	1	1	0	2	0	0	0	4
OG0003248	0	0	0	0	0	2	2	0	0	0	0	0	4
OG0003249	0	0	0	0	0	1	1	0	1	0	0	1	4
OG0003250	0	0	0	0	0	1	1	0	0	0	1	1	4
OG0003251	0	0	0	0	0	2	1	1	0	0	0	0	4
OG0003252	0	0	0	0	0	1	1	1	1	0	0	0	4
OG0003253	0	0	0	0	0	1	2	0	0	0	0	1	4
OG0003254	0	0	0	0	0	2	2	0	0	0	0	0	4
OG0003255	0	0	0	0	0	2	2	0	0	0	0	0	4
OG0003256	0	0	0	0	0	2	1	0	0	0	0	1	4
OG0003257	0	0	0	0	0	2	1	0	0	0	0	1	4
OG0003258	0	0	0	0	0	2	2	0	0	0	0	0	4
OG0003259	0	0	0	0	0	4	0	0	0	0	0	0	4
OG0003260	0	0	0	0	0	2	1	0	1	0	0	0	4
OG0003261	0	0	0	0	0	2	1	0	1	0	0	0	4
OG0003262	0	0	0	0	0	2	1	0	1	0	0	0	4
OG0003263	0	0	0	0	0	2	1	0	1	0	0	0	4
OG0003264	0	0	0	0	0	1	0	0	0	0	2	1	4
OG0003265	0	0	0	0	0	1	0	0	2	0	0	1	4
OG0003266	0	0	0	0	0	1	0	0	1	0	2	0	4
OG0003267	0	0	0	0	0	1	1	0	0	1	0	1	4
OG0003268	0	0	0	0	0	2	1	0	0	0	1	0	4
OG0003269	0	0	0	0	0	1	1	1	1	0	0	0	4
OG0003270	0	0	0	0	0	1	1	0	1	1	0	0	4
OG0003271	0	0	0	0	0	1	3	0	0	0	0	0	4
OG0003272	0	0	0	0	0	1	0	1	0	1	0	1	4
OG0003273	0	0	0	0	0	1	3	0	0	0	0	0	4
OG0003274	0	0	0	0	0	1	1	1	0	0	0	1	4
OG0003275	0	0	0	0	0	1	1	0	0	0	1	1	4
OG0003276	0	0	0	0	0	1	3	0	0	0	0	0	4
OG0003277	0	0	0	0	0	1	1	0	0	0	2	0	4
OG0003278	0	0	0	0	0	2	1	0	1	0	0	0	4
OG0003279	0	0	0	0	0	1	1	1	1	0	0	0	4
OG0003280	0	0	0	0	0	1	1	1	1	0	0	0	4
OG0003281	0	0	0	0	0	2	1	0	0	0	0	1	4
OG0003282	0	0	0	0	0	1	1	0	1	1	0	0	4
OG0003283	0	0	0	0	0	1	1	1	1	0	0	0	4
OG0003284	0	0	0	0	0	1	1	0	2	0	0	0	4
OG0003285	0	0	0	0	0	1	2	0	1	0	0	0	4
OG0003286	0	0	0	0	0	1	1	0	0	0	2	0	4
OG0003287	0	0	0	0	0	2	2	0	0	0	0	0	4
OG0003288	0	0	0	0	0	1	2	0	0	0	0	1	4
OG0003289	0	0	0	0	0	1	1	1	1	0	0	0	4
OG0003290	0	0	0	0	0	1	0	3	0	0	0	0	4
OG0003291	0	0	0	0	0	1	0	0	1	0	0	2	4
OG0003292	0	0	0	0	0	1	1	0	1	0	1	0	4
OG0003293	0	0	0	0	0	1	3	0	0	0	0	0	4
OG0003294	0	0	0	0	0	1	1	1	0	0	0	1	4
OG0003295	0	0	0	0	0	1	1	1	0	0	0	1	4
OG0003296	0	0	0	0	0	2	2	0	0	0	0	0	4
OG0003297	0	0	0	0	0	0	1	0	1	1	1	0	4
OG0003298	0	0	0	0	0	0	1	0	0	0	0	3	4
OG0003299	0	0	0	0	0	0	1	1	0	1	0	1	4
OG0003300	0	0	0	0	0	0	3	1	0	0	0	0	4
OG0003301	0	0	0	0	0	0	1	0	1	1	1	0	4
OG0003302	0	0	0	0	0	0	0	1	0	3	0	0	4
OG0003303	0	0	0	0	0	0	0	1	0	1	1	1	4
OG0003304	0	0	0	0	0	0	0	1	0	0	1	2	4
OG0003305	0	0	0	0	0	0	0	1	1	1	0	1	4
OG0003306	0	0	0	0	0	0	0	1	1	2	0	0	4
OG0003307	0	0	0	0	0	0	0	1	1	1	0	1	4
OG0003308	0	0	0	0	0	0	0	1	0	0	0	3	4
OG0003309	0	0	0	0	0	0	0	1	1	1	0	1	4
OG0003310	0	0	0	0	0	0	0	0	3	1	0	0	4
OG0003311	0	0	0	0	0	0	0	0	2	0	2	0	4
OG0003312	0	0	0	0	0	0	0	0	1	1	0	2	4
OG0003313	0	0	0	0	0	0	0	0	2	1	1	0	4
OG0003314	0	0	0	0	0	0	0	0	2	1	0	1	4
OG0003315	0	0	0	0	0	0	0	0	1	1	0	2	4
OG0003316	0	0	0	0	0	0	0	0	3	1	0	0	4
OG0003317	0	0	0	0	0	0	0	0	1	1	1	1	4
OG0003318	0	0	0	0	0	0	0	0	1	1	1	1	4
OG0003319	0	0	0	0	0	0	0	0	1	1	1	1	4
OG0003320	0	0	0	0	0	0	0	0	2	2	0	0	4
OG0003321	0	0	0	0	0	0	0	0	1	1	0	2	4
OG0003322	0	0	0	0	0	0	0	0	0	4	0	0	4
OG0003323	0	0	0	0	0	0	0	0	0	1	0	3	4
OG0003324	0	0	0	0	0	0	0	0	0	0	4	0	4
OG0003325	0	0	0	0	0	0	0	0	0	0	4	0	4
OG0003326	0	0	0	0	0	0	0	0	0	0	4	0	4
OG0003327	0	0	0	0	0	0	0	0	0	0	2	2	4
OG0003328	0	0	0	0	0	0	0	0	0	0	3	1	4
OG0003329	0	0	0	0	0	0	0	0	0	0	4	0	4
OG0003330	0	0	0	0	0	0	0	0	0	0	0	4	4
OG0003331	0	0	0	0	0	0	0	0	0	0	0	4	4
OG0003332	0	0	0	0	0	0	0	0	0	0	0	4	4
OG0003333	0	0	0	0	0	0	0	0	0	0	0	4	4
OG0003334	0	0	0	0	0	0	0	0	0	0	0	4	4
OG0003335	0	0	0	0	0	0	0	0	0	0	0	4	4
OG0003336	1	1	1	0	0	0	0	0	0	0	0	0	3
OG0003337	1	0	0	0	0	0	0	0	0	0	1	1	3
OG0003338	1	0	0	0	0	0	0	0	0	0	1	1	3
OG0003339	2	0	0	0	0	0	0	0	0	0	1	0	3
OG0003340	1	0	0	1	0	0	0	1	0	0	0	0	3
OG0003341	2	0	0	0	1	0	0	0	0	0	0	0	3
OG0003342	2	0	0	0	0	0	0	0	1	0	0	0	3
OG0003343	3	0	0	0	0	0	0	0	0	0	0	0	3
OG0003344	1	0	0	0	0	0	0	0	0	1	0	1	3
OG0003345	1	0	0	0	0	0	0	0	0	0	2	0	3
OG0003346	3	0	0	0	0	0	0	0	0	0	0	0	3
OG0003347	1	0	0	0	0	0	0	0	0	0	0	2	3
OG0003348	3	0	0	0	0	0	0	0	0	0	0	0	3
OG0003349	3	0	0	0	0	0	0	0	0	0	0	0	3
OG0003350	1	0	0	0	0	0	0	0	0	0	1	1	3
OG0003351	1	0	0	0	0	0	0	0	0	1	1	0	3
OG0003352	3	0	0	0	0	0	0	0	0	0	0	0	3
OG0003353	1	0	1	0	0	0	0	0	0	0	0	1	3
OG0003354	1	0	0	0	1	0	0	0	0	0	1	0	3
OG0003355	1	0	0	0	0	0	0	0	0	0	1	1	3
OG0003356	3	0	0	0	0	0	0	0	0	0	0	0	3
OG0003357	3	0	0	0	0	0	0	0	0	0	0	0	3
OG0003358	1	0	0	0	0	0	0	0	0	0	1	1	3
OG0003359	2	0	0	0	0	0	0	0	0	0	0	1	3
OG0003360	1	0	0	0	0	0	0	0	0	0	1	1	3
OG0003361	2	0	0	0	0	0	0	0	0	0	1	0	3
OG0003362	1	0	0	0	0	0	0	0	1	1	0	0	3
OG0003363	1	0	0	0	0	0	0	0	0	0	1	1	3
OG0003364	1	0	0	0	0	1	1	0	0	0	0	0	3
OG0003365	2	0	0	0	0	0	0	0	0	0	0	1	3
OG0003366	1	0	0	0	0	1	1	0	0	0	0	0	3
OG0003367	1	0	0	0	0	0	0	0	0	0	1	1	3
OG0003368	2	0	0	0	0	0	0	0	0	1	0	0	3
OG0003369	3	0	0	0	0	0	0	0	0	0	0	0	3
OG0003370	3	0	0	0	0	0	0	0	0	0	0	0	3
OG0003371	3	0	0	0	0	0	0	0	0	0	0	0	3
OG0003372	1	0	0	0	0	0	0	0	0	0	1	1	3
OG0003373	1	0	0	0	0	0	0	0	0	0	1	1	3
OG0003374	2	0	0	0	0	0	1	0	0	0	0	0	3
OG0003375	3	0	0	0	0	0	0	0	0	0	0	0	3
OG0003376	1	0	0	0	0	0	0	0	0	0	1	1	3
OG0003377	1	0	0	0	0	0	0	0	0	0	1	1	3
OG0003378	1	0	0	0	0	1	0	0	0	0	0	1	3
OG0003379	1	0	0	0	0	0	0	0	1	1	0	0	3
OG0003380	1	0	0	0	0	0	0	0	0	0	1	1	3
OG0003381	1	0	0	0	0	0	0	0	0	0	1	1	3
OG0003382	1	0	0	0	0	0	0	0	0	0	1	1	3
OG0003383	1	0	0	0	0	0	0	0	0	0	1	1	3
OG0003384	1	0	0	1	0	0	0	0	0	0	0	1	3
OG0003385	1	0	0	0	0	1	1	0	0	0	0	0	3
OG0003386	1	0	0	0	0	1	1	0	0	0	0	0	3
OG0003387	1	0	0	0	0	0	0	0	0	0	1	1	3
OG0003388	1	0	0	0	0	0	0	1	0	0	0	1	3
OG0003389	1	0	0	0	0	0	0	1	0	0	1	0	3
OG0003390	1	0	0	0	0	0	0	0	0	0	2	0	3
OG0003391	1	0	0	0	0	0	0	0	0	0	1	1	3
OG0003392	1	0	0	0	0	0	0	0	0	0	1	1	3
OG0003393	1	0	0	0	0	0	0	0	0	0	1	1	3
OG0003394	1	1	0	0	0	0	0	0	0	0	0	1	3
OG0003395	1	0	0	0	0	0	1	0	0	0	0	1	3
OG0003396	1	0	0	0	0	0	0	0	1	0	0	1	3
OG0003397	1	0	0	0	0	1	0	1	0	0	0	0	3
OG0003398	1	0	1	0	0	0	1	0	0	0	0	0	3
OG0003399	3	0	0	0	0	0	0	0	0	0	0	0	3
OG0003400	2	0	0	0	0	0	0	0	0	0	0	1	3
OG0003401	2	0	0	0	0	0	0	0	0	1	0	0	3
OG0003402	3	0	0	0	0	0	0	0	0	0	0	0	3
OG0003403	3	0	0	0	0	0	0	0	0	0	0	0	3
OG0003404	3	0	0	0	0	0	0	0	0	0	0	0	3
OG0003405	3	0	0	0	0	0	0	0	0	0	0	0	3
OG0003406	1	0	0	0	0	1	1	0	0	0	0	0	3
OG0003407	1	0	0	0	0	0	0	0	0	0	1	1	3
OG0003408	1	0	0	0	0	0	0	0	1	1	0	0	3
OG0003409	3	0	0	0	0	0	0	0	0	0	0	0	3
OG0003410	3	0	0	0	0	0	0	0	0	0	0	0	3
OG0003411	3	0	0	0	0	0	0	0	0	0	0	0	3
OG0003412	1	0	0	0	0	0	0	0	0	1	0	1	3
OG0003413	1	0	0	0	0	1	1	0	0	0	0	0	3
OG0003414	1	0	0	0	0	1	1	0	0	0	0	0	3
OG0003415	1	1	0	0	0	0	0	0	0	0	1	0	3
OG0003416	1	1	0	0	0	0	0	0	0	0	1	0	3
OG0003417	1	0	0	0	0	0	0	0	0	0	1	1	3
OG0003418	1	0	0	0	0	0	1	0	0	0	0	1	3
OG0003419	1	0	0	0	0	0	0	0	0	1	1	0	3
OG0003420	1	0	0	0	1	0	0	0	0	0	0	1	3
OG0003421	1	0	0	0	1	0	0	0	0	0	0	1	3
OG0003422	3	0	0	0	0	0	0	0	0	0	0	0	3
OG0003423	2	0	0	1	0	0	0	0	0	0	0	0	3
OG0003424	1	0	0	0	1	0	0	0	0	0	0	1	3
OG0003425	1	0	0	0	0	0	0	0	0	0	0	2	3
OG0003426	2	0	0	0	0	1	0	0	0	0	0	0	3
OG0003427	3	0	0	0	0	0	0	0	0	0	0	0	3
OG0003428	1	0	0	0	0	0	0	0	0	0	1	1	3
OG0003429	2	0	0	0	0	0	0	1	0	0	0	0	3
OG0003430	2	0	0	0	0	0	0	0	0	0	0	1	3
OG0003431	3	0	0	0	0	0	0	0	0	0	0	0	3
OG0003432	1	0	0	0	0	1	0	0	0	1	0	0	3
OG0003433	2	0	0	0	0	0	0	0	0	0	0	1	3
OG0003434	1	0	0	0	1	0	0	0	0	0	1	0	3
OG0003435	1	0	0	0	0	0	0	0	0	0	1	1	3
OG0003436	1	0	0	0	0	0	0	0	0	0	1	1	3
OG0003437	2	0	0	0	0	0	0	0	0	0	0	1	3
OG0003438	2	0	0	0	0	0	0	0	0	0	0	1	3
OG0003439	2	0	0	0	0	0	0	0	1	0	0	0	3
OG0003440	1	0	0	0	0	0	0	0	0	1	0	1	3
OG0003441	1	0	0	0	0	0	0	0	0	0	0	2	3
OG0003442	3	0	0	0	0	0	0	0	0	0	0	0	3
OG0003443	1	0	0	0	0	1	0	0	0	1	0	0	3
OG0003444	1	0	0	0	0	1	0	0	0	0	0	1	3
OG0003445	2	0	1	0	0	0	0	0	0	0	0	0	3
OG0003446	3	0	0	0	0	0	0	0	0	0	0	0	3
OG0003447	3	0	0	0	0	0	0	0	0	0	0	0	3
OG0003448	1	1	0	0	0	0	0	0	0	0	0	1	3
OG0003449	1	1	0	0	0	0	0	0	0	0	0	1	3
OG0003450	3	0	0	0	0	0	0	0	0	0	0	0	3
OG0003451	1	0	0	0	0	0	0	0	1	0	1	0	3
